,LSF_ID,Province,District,Plot No,Plot area(m^2),Cropping_System,Crops_In_Plot,crop_name,crop area (m2),seeds type,quantity seeds sown,quanitiy improved seeds,quanitiy harvested (kg),total harvested,crop_proportion
146,24008.0,South,Huye,1.0,1243641.9,Pure,1.0,Paddy rice,1243641.9,Improved seeds,0.0,3531.0,294340.0,494340.0,1.0
147,24010.0,South,Huye,1.0,408310.75,Pure,1.0,Paddy rice,408310.75,Traditional seeds,1633.0,0.0,139500.0,140000.0,1.0
148,24011.0,South,Huye,1.0,534606.5,Pure,1.0,Paddy rice,534606.5,Traditional seeds,1270.0,0.0,225625.0,237500.0,1.0
149,24012.0,South,Huye,1.0,805541.3,Pure,1.0,Paddy rice,805541.3,Traditional seeds,4717.8,0.0,247942.0,266604.0,1.0
150,24013.0,South,Huye,1.0,461095.06,Pure,1.0,Paddy rice,461095.06,Traditional seeds,2066.5,0.0,125000.0,165320.0,1.0
151,24014.0,South,Huye,2.0,458589.53,Pure,1.0,Paddy rice,458589.53,Traditional seeds,1245.0,0.0,188600.0,188600.0,1.0
152,24015.0,South,Huye,1.0,521955.06,Pure,1.0,Paddy rice,521955.06,Both(Trad and Improved,13746.0,19107.0,29546.5,98254.5,1.0
153,24016.0,South,Huye,1.0,628220.5,Pure,1.0,Maize,628220.5,Improved seeds,0.0,811.8,0.0,91648.0,1.0
154,25001.0,South,Nyamagabe,3.0,199708.31,Pure,1.0,Irish potato,199708.31,Improved seeds,0.0,50000.0,166000.0,232000.0,1.0
155,25001.0,South,Nyamagabe,6.0,16339.447,Mixed,2.0,Maize,8169.7236,Traditional seeds,75.0,0.0,0.0,1700.0,0.5
156,25001.0,South,Nyamagabe,6.0,16339.447,Mixed,2.0,Climbing bean,8169.7236,Improved seeds,0.0,125.0,0.0,1000.0,0.5
157,26001.0,South,Ruhango,4.0,2257.1958,Pure,1.0,Dessert banana,2257.1958,Traditional seeds,0.0,0.0,150.0,150.0,1.0
158,26001.0,South,Ruhango,7.0,3999.9827,Pure,1.0,Cassava,3999.9827,Traditional seeds,0.0,0.0,3000.0,6200.0,1.0
159,26001.0,South,Ruhango,8.0,17317.777,Pure,1.0,Bush bean,17317.777,Traditional seeds,200.0,0.0,1120.0,1120.0,1.0
160,26001.0,South,Ruhango,14.0,828.36835,Pure,1.0,Groundnut,828.36835,Traditional seeds,3.0,0.0,30.0,30.0,1.0
161,26001.0,South,Ruhango,18.0,15237.539,Pure,1.0,Cassava,15237.539,Traditional seeds,0.0,0.0,3000.0,6200.0,1.0
162,26002.0,South,Ruhango,1.0,878113.6,Pure,1.0,Paddy rice,878113.6,Traditional seeds,3600.0,0.0,380000.0,380000.0,1.0
163,26003.0,South,Ruhango,1.0,551080.3,Pure,1.0,Paddy rice,551080.3,Improved seeds,0.0,2556.0,187000.0,187000.0,1.0
164,26005.0,South,Ruhango,1.0,3904869.0,Pure,1.0,Paddy rice,3904869.0,Traditional seeds,14631.0,0.0,932000.0,932000.0,1.0
165,26006.0,South,Ruhango,1.0,384504.16,Pure,1.0,Paddy rice,384504.16,Traditional seeds,3573.6,0.0,65000.0,65000.0,1.0
166,26007.0,South,Ruhango,1.0,289484.6,Pure,1.0,Paddy rice,289484.6,Traditional seeds,4412.0,0.0,66180.0,66180.0,1.0
167,26008.0,South,Ruhango,1.0,146778.25,Pure,1.0,Paddy rice,146778.25,Traditional seeds,587.6,0.0,29380.0,29380.0,1.0
168,26010.0,South,Ruhango,1.0,712994.94,Pure,1.0,Paddy rice,712994.94,Traditional seeds,3500.0,0.0,150000.0,150000.0,1.0
169,27001.0,South,Muhanga,2.0,319693.62,Pure,1.0,Maize,319693.62,Improved seeds,0.0,600.0,0.0,75000.0,1.0
170,27001.0,South,Muhanga,6.0,779080.44,Pure,1.0,Paddy rice,779080.44,Both(Trad and Improved,420.0,1650.0,312825.0,312825.0,1.0
171,27002.0,South,Muhanga,1.0,606744.56,Pure,1.0,Paddy rice,606744.56,Traditional seeds,1781.0,0.0,185000.0,185000.0,1.0
172,27002.0,South,Muhanga,4.0,132226.34,Pure,1.0,Maize,132226.34,Improved seeds,0.0,850.0,0.0,30000.0,1.0
173,27003.0,South,Muhanga,1.0,2041793.6,Pure,1.0,Maize,2041793.6,Improved seeds,0.0,5123.5,0.0,563585.0,1.0
174,28001.0,South,Kamonyi,1.0,594811.9,Pure,1.0,Maize,594811.9,Improved seeds,0.0,264.0,100.0,26430.0,1.0
175,28001.0,South,Kamonyi,2.0,100202.95,Pure,1.0,Maize,100202.95,Improved seeds,0.0,1300.0,0.0,130000.0,1.0
176,28002.0,South,Kamonyi,1.0,828034.3,Pure,1.0,Paddy rice,828034.3,Improved seeds,0.0,6000.0,250000.0,250000.0,1.0
177,28003.0,South,Kamonyi,1.0,1089728.1,Pure,1.0,Paddy rice,1089728.1,Improved seeds,0.0,3182.0,282853.0,424280.0,1.0
178,28004.0,South,Kamonyi,1.0,767470.5,Pure,1.0,Maize,767470.5,Improved seeds,0.0,2175.0,240000.0,240000.0,1.0
179,31001.0,West,Karongi,1.0,11728.541,Pure,1.0,Macadamia,11728.541,Improved seeds,0.0,0.0,19572.0,21490.0,1.0
180,33001.0,West,Rubavu,2.0,40290.094,Pure,1.0,Cooking banana,40290.094,Improved seeds,0.0,0.0,19200.0,20800.0,1.0
181,33001.0,West,Rubavu,5.0,2674.3035,Pure,1.0,Climbing bean,2674.3035,Improved seeds,0.0,30.0,300.0,300.0,1.0
182,33001.0,West,Rubavu,6.0,15348.041,Pure,1.0,Napia grass for fodder,15348.041,Traditional seeds,0.0,0.0,30000.0,35000.0,1.0
183,33001.0,West,Rubavu,7.0,10763.511,Pure,1.0,Sweet potato,10763.511,Traditional seeds,0.0,0.0,0.0,5000.0,1.0
184,33001.0,West,Rubavu,9.0,11550.713,Pure,1.0,Maize,11550.713,Improved seeds,0.0,16.0,200.0,500.0,1.0
185,33001.0,West,Rubavu,12.0,2736.2246,Pure,1.0,Banana for beer,2736.2246,Traditional seeds,0.0,0.0,2000.0,2000.0,1.0
186,33002.0,West,Rubavu,1.0,137215.9,Pure,1.0,Irish potato,137215.9,Improved seeds,0.0,32000.0,46000.0,106000.0,1.0
187,33003.0,West,Rubavu,2.0,8796.839,Pure,1.0,Other perennial  crop,8796.839,Traditional seeds,0.0,0.0,120.0,150.0,1.0
188,33003.0,West,Rubavu,3.0,258674.72,Pure,1.0,Irish potato,258674.72,Improved seeds,0.0,45000.0,440000.0,440000.0,1.0
189,36001.0,West,Rusizi,1.0,166466.81,Mixed,2.0,Maize,66586.73,Traditional seeds,56.0,0.0,22272.0,22272.0,0.4
190,36001.0,West,Rusizi,1.0,166466.81,Mixed,2.0,Bush bean,99880.086,Traditional seeds,102.0,0.0,8880.0,8880.0,0.59999996
191,36002.0,West,Rusizi,1.0,3130729.0,Pure,1.0,Paddy rice,3130729.0,Improved seeds,0.0,11600.0,1587621.0,1590021.0,1.0
192,36003.0,West,Rusizi,3.0,4006912.2,Pure,1.0,Paddy rice,4006912.2,Improved seeds,0.0,15240.21,1236822.0,1468344.8,1.0
193,36004.0,West,Rusizi,1.0,2663079.5,Pure,1.0,Paddy rice,2663079.5,Improved seeds,0.0,10650.0,700000.0,1200000.0,1.0
194,36005.0,West,Rusizi,1.0,4492769.0,Pure,1.0,Paddy rice,4492769.0,Improved seeds,0.0,17564.0,1300000.0,1600000.0,1.0
195,36006.0,West,Rusizi,1.0,1510493.5,Pure,1.0,Other perennial  crop,1510493.5,Improved seeds,0.0,0.0,11000.0,11000.0,1.0
196,36007.0,West,Rusizi,1.0,529353.94,Pure,1.0,Paddy rice,529353.94,Traditional seeds,2276.3,0.0,0.0,256293.3,1.0
197,37001.0,West,Nyamasheke,1.0,70406.26,Pure,1.0,Coffee,70406.26,Improved seeds,0.0,0.0,5259.0,6259.0,1.0
198,37001.0,West,Nyamasheke,2.0,124758.76,Pure,1.0,Coffee,124758.76,Improved seeds,0.0,0.0,11933.0,14933.0,1.0
199,37001.0,West,Nyamasheke,3.0,21366.758,Pure,1.0,Coffee,21366.758,Improved seeds,0.0,0.0,299.0,375.0,1.0
200,37001.0,West,Nyamasheke,4.0,98963.21,Pure,1.0,Coffee,98963.21,Improved seeds,0.0,0.0,1381.0,1734.0,1.0
201,37001.0,West,Nyamasheke,5.0,19965.648,Pure,1.0,Coffee,19965.648,Improved seeds,0.0,0.0,279.0,350.0,1.0
202,37002.0,West,Nyamasheke,1.0,421615.7,Pure,1.0,Paddy rice,421615.7,Traditional seeds,1500.0,0.0,10000.0,100000.0,1.0
203,37004.0,West,Nyamasheke,1.0,1337795.9,Pure,1.0,Paddy rice,1337795.9,Traditional seeds,6400.0,0.0,704000.0,704000.0,1.0
204,37006.0,West,Nyamasheke,1.0,395529.03,Pure,1.0,Paddy rice,395529.03,Improved seeds,0.0,1966.0,196606.6,252779.9,1.0
205,41001.0,North,Rulindo,1.0,7860.602,Pure,1.0,Maize,7860.602,Traditional seeds,15.0,0.0,0.0,30.0,1.0
206,41001.0,North,Rulindo,2.0,31019.398,Pure,1.0,Irish potato,31019.398,Traditional seeds,1400.0,0.0,35000.0,35000.0,1.0
207,41001.0,North,Rulindo,4.0,19824.777,Pure,1.0,Wheat,19824.777,Traditional seeds,50.0,0.0,400.0,1300.0,1.0
208,41003.0,North,Rulindo,1.0,32528.227,Pure,1.0,Coffee,32528.227,Improved seeds,0.0,0.0,0.0,1000.0,1.0
209,41004.0,North,Rulindo,1.0,46932.51,Pure,1.0,Climbing bean,46932.51,Traditional seeds,250.0,0.0,2500.0,5500.0,1.0
210,41004.0,North,Rulindo,2.0,3854.062,Pure,1.0,Bush bean,3854.062,Traditional seeds,60.0,0.0,1000.0,1000.0,1.0
211,41004.0,North,Rulindo,3.0,32679.564,Pure,1.0,Maize,32679.564,Improved seeds,0.0,100.0,0.0,2000.0,1.0
212,41004.0,North,Rulindo,4.0,75437.21,Pure,1.0,Irish potato,75437.21,Traditional seeds,10500.0,0.0,20000.0,60000.0,1.0
213,41004.0,North,Rulindo,5.0,38273.934,Pure,1.0,Wheat,38273.934,Both(Trad and Improved,500.0,150.0,0.0,7000.0,1.0
214,41004.0,North,Rulindo,6.0,3586.8982,Mixed,3.0,Cabbage,1614.1042,Improved seeds,0.0,20000.0,400.0,1000.0,0.45000002
215,41004.0,North,Rulindo,6.0,3586.8982,Mixed,3.0,Onion,1076.0695,Improved seeds,0.0,50000.0,800.0,1000.0,0.3
216,41004.0,North,Rulindo,6.0,3586.8982,Mixed,3.0,Carrot,896.72455,Improved seeds,0.0,50000.0,300.0,300.0,0.25
217,41004.0,North,Rulindo,7.0,694.1838,Pure,1.0,Sugar beet,694.1838,Improved seeds,0.0,100000.0,300.0,500.0,1.0
218,41005.0,North,Rulindo,1.0,19070.385,Mixed,3.0,Cooking banana,4767.596,Improved seeds,0.0,0.0,560.0,600.0,0.25
219,41005.0,North,Rulindo,1.0,19070.385,Mixed,3.0,Dessert banana,8581.673,Improved seeds,0.0,0.0,2550.0,3450.0,0.45
220,41005.0,North,Rulindo,1.0,19070.385,Mixed,3.0,Banana for beer,5721.115,Improved seeds,0.0,0.0,9240.0,10290.0,0.29999998
221,43001.0,North,Musanze,1.0,2040.4148,Pure,1.0,Climbing bean,2040.4148,Traditional seeds,11.0,0.0,1030.0,1030.0,1.0
222,43001.0,North,Musanze,2.0,5503.784,Pure,1.0,Wheat,5503.784,Improved seeds,0.0,40.0,1600.0,1600.0,1.0
223,43001.0,North,Musanze,4.0,728.11676,Pure,1.0,Pyrethrum,728.11676,Improved seeds,0.0,0.0,2391.0,2641.0,1.0
224,43001.0,North,Musanze,7.0,1258.3293,Pure,1.0,Pea,1258.3293,Traditional seeds,10.0,0.0,80.0,80.0,1.0
225,43001.0,North,Musanze,8.0,2007.7942,Pure,1.0,Wheat,2007.7942,Improved seeds,0.0,15.0,1600.0,1600.0,1.0
226,43001.0,North,Musanze,13.0,2425.7886,Pure,1.0,Irish potato,1455.4731,Traditional seeds,250.0,0.0,620.0,620.0,0.6
227,45001.0,North,Gicumbi,1.0,91445.31,Pure,1.0,Wheat,91445.31,Improved seeds,0.0,700.0,0.0,18000.0,1.0
228,45001.0,North,Gicumbi,2.0,19719.832,Pure,1.0,Irish potato,19719.832,Traditional seeds,2900.0,0.0,14538.0,14538.0,1.0
229,45001.0,North,Gicumbi,3.0,15532.171,Pure,1.0,Irish potato,15532.171,Traditional seeds,2280.0,0.0,11439.0,11439.0,1.0
230,45001.0,North,Gicumbi,4.0,101384.414,Pure,1.0,Maize,101384.414,Improved seeds,0.0,318.0,0.0,10000.0,1.0
231,45001.0,North,Gicumbi,9.0,10016.745,Pure,1.0,Maize,10016.745,Improved seeds,0.0,31.0,0.0,1000.0,1.0
232,45001.0,North,Gicumbi,10.0,19038.342,Pure,1.0,Irish potato,19038.342,Traditional seeds,2800000.0,0.0,14022.0,14022.0,1.0
233,45002.0,East,Gicumbi,7.0,264275.94,Pure,1.0,Maize,264275.94,Improved seeds,0.0,475.0,31716.0,31716.0,1.0
234,51001.0,East,Rwamagana,1.0,30818.105,Mixed,3.0,Bush bean,9245.432,Traditional seeds,25.0,0.0,700.0,700.0,0.3
235,51001.0,East,Rwamagana,1.0,30818.105,Mixed,3.0,Soybean ,12327.242,Traditional seeds,20.0,0.0,0.0,100.0,0.4
236,51001.0,East,Rwamagana,1.0,30818.105,Mixed,3.0,Maize for fodder,9245.432,Traditional seeds,20.0,0.0,0.0,15960.0,0.3
237,51001.0,East,Rwamagana,2.0,35391.01,Mixed,2.0,Bush bean,10617.304,Traditional seeds,70.0,0.0,1300.0,1300.0,0.3
238,51001.0,East,Rwamagana,2.0,35391.01,Mixed,2.0,Pea,3539.1016,Traditional seeds,20.0,0.0,80.0,80.0,0.10000001
239,51001.0,East,Rwamagana,4.0,57364.24,Pure,1.0,Napia grass for fodder,57364.24,Traditional seeds,0.0,0.0,20540.0,65000.0,1.0
240,51001.0,East,Rwamagana,5.0,9079.381,Mixed,2.0,Dessert banana,453.96906,Traditional seeds,0.0,0.0,0.0,125.0,0.05
241,51001.0,East,Rwamagana,5.0,9079.381,Mixed,2.0,Maize for fodder,9079.381,Traditional seeds,13.0,0.0,0.0,9600.0,1.0
242,51001.0,East,Rwamagana,9.0,53993.727,Pure,1.0,Napia grass for fodder,53993.727,Traditional seeds,0.0,0.0,0.0,42120.0,1.0
243,51001.0,East,Rwamagana,10.0,40539.98,Mixed,3.0,Maize,8107.996,Traditional seeds,30.0,0.0,500.0,500.0,0.2
244,51001.0,East,Rwamagana,10.0,40539.98,Mixed,3.0,Bush bean,32431.984,Traditional seeds,120.0,0.0,2500.0,2500.0,0.8
245,51001.0,East,Rwamagana,10.0,40539.98,Mixed,3.0,Cooking banana,20269.99,Traditional seeds,0.0,0.0,1200.0,1800.0,0.5
246,51001.0,East,Rwamagana,11.0,4980.1978,Pure,1.0,Napia grass for fodder,4980.1978,Traditional seeds,0.0,0.0,6500.0,6500.0,1.0
247,51002.0,East,Rwamagana,1.0,42740.316,Pure,1.0,Napia grass for fodder,42740.316,Traditional seeds,0.0,0.0,0.0,67500.0,1.0
248,51002.0,East,Rwamagana,2.0,13202.133,Mixed,2.0,Bush bean,1320.2134,Traditional seeds,20.0,0.0,250.0,250.0,0.10000001
249,51002.0,East,Rwamagana,2.0,13202.133,Mixed,2.0,Lemon,2640.4268,Improved seeds,0.0,0.0,20.0,420.0,0.20000002
250,51002.0,East,Rwamagana,5.0,10989.019,Mixed,2.0,Cooking banana,7692.313,Improved seeds,0.0,0.0,3000.0,3540.0,0.7
251,51002.0,East,Rwamagana,5.0,10989.019,Mixed,2.0,Dessert banana,3296.7056,Improved seeds,0.0,0.0,6000.0,6450.0,0.3
252,51002.0,East,Rwamagana,7.0,10730.867,Pure,1.0,Napia grass for fodder,10730.867,Traditional seeds,0.0,0.0,4500.0,4500.0,1.0
253,51002.0,East,Rwamagana,9.0,2732.7817,Mixed,2.0,Maize,136.63908,Traditional seeds,0.5,0.0,8.0,10.0,0.05
254,51002.0,East,Rwamagana,9.0,2732.7817,Mixed,2.0,Bush bean,2596.1426,Traditional seeds,20.0,0.0,121.5,121.5,0.95
255,51003.0,East,Rwamagana,2.0,8414.82,Mixed,2.0,Cooking banana,7573.3384,Both(Trad and Improved,0.0,0.0,3720.0,4380.0,0.90000004
256,51003.0,East,Rwamagana,2.0,8414.82,Mixed,2.0,Banana for beer,841.48206,Both(Trad and Improved,0.0,0.0,945.0,1215.0,0.1
257,51003.0,East,Rwamagana,7.0,47137.758,Pure,1.0,Napia grass for fodder,47137.758,Traditional seeds,0.0,0.0,131026.0,157230.0,1.0
258,51004.0,East,Rwamagana,1.0,19701.014,Pure,1.0,Bush bean,19701.014,Traditional seeds,90.0,0.0,869.0,869.0,1.0
259,51004.0,East,Rwamagana,2.0,14848.2,Pure,1.0,Maize,14848.2,Improved seeds,0.0,50.0,2500.0,2500.0,1.0
260,51004.0,East,Rwamagana,3.0,55376.73,Pure,1.0,Maize,55376.73,Improved seeds,0.0,200.0,15000.0,15000.0,1.0
261,51005.0,East,Rwamagana,1.0,1841.8423,Pure,1.0,Cooking banana,1733.4985,Traditional seeds,0.0,0.0,500.0,575.0,0.9411764
262,51005.0,East,Rwamagana,2.0,2555.5217,Pure,1.0,Mango,1022.2087,Improved seeds,0.0,0.0,580.0,580.0,0.4
263,51005.0,East,Rwamagana,3.0,5092.4297,Mixed,2.0,Tomato,254.62148,Improved seeds,0.0,10000.0,0.0,200.0,0.049999997
264,51005.0,East,Rwamagana,3.0,5092.4297,Mixed,2.0,Amaranth,1527.7289,Traditional seeds,0.0,0.0,0.0,50.0,0.29999998
265,51005.0,East,Rwamagana,5.0,25334.418,Mixed,3.0,Cooking banana,21534.254,Traditional seeds,0.0,0.0,5000.0,5700.0,0.84999996
266,51005.0,East,Rwamagana,5.0,25334.418,Mixed,3.0,Dessert banana,1266.721,Improved seeds,0.0,0.0,800.0,1000.0,0.05
267,51005.0,East,Rwamagana,5.0,25334.418,Mixed,3.0,Mango,1266.721,Improved seeds,0.0,0.0,330.0,330.0,0.05
268,51005.0,East,Rwamagana,6.0,3782.3816,Pure,1.0,Napia grass for fodder,3782.3816,Traditional seeds,0.0,0.0,0.0,900.0,1.0
269,51005.0,East,Rwamagana,8.0,5891.4507,Mixed,3.0,Maize,589.145,Traditional seeds,1.0,0.0,0.0,20.0,0.099999994
270,51005.0,East,Rwamagana,8.0,5891.4507,Mixed,3.0,Bush bean,5007.733,Traditional seeds,50.0,0.0,1000.0,1000.0,0.84999996
271,51005.0,East,Rwamagana,8.0,5891.4507,Mixed,3.0,Groundnut,294.5725,Traditional seeds,5.0,0.0,15.0,15.0,0.049999997
272,51005.0,East,Rwamagana,9.0,2981.5322,Mixed,2.0,Irish potato,596.30646,Traditional seeds,400.0,0.0,2000.0,2000.0,0.2
273,51005.0,East,Rwamagana,9.0,2981.5322,Mixed,2.0,Soybean ,2385.2258,Traditional seeds,5.0,0.0,0.0,40.0,0.8
274,51005.0,East,Rwamagana,10.0,1352.9701,Pure,1.0,Groundnut,1352.9701,Traditional seeds,10.0,0.0,30.0,30.0,1.0
275,51005.0,East,Rwamagana,11.0,8231.192,Pure,1.0,Irish potato,8231.192,Traditional seeds,700.0,0.0,6000.0,6000.0,1.0
276,51005.0,East,Rwamagana,13.0,3116.5454,Mixed,2.0,Napia grass for fodder,3116.5454,Traditional seeds,2.0,0.0,0.0,2105.0,1.0
277,51005.0,East,Rwamagana,13.0,3116.5454,Mixed,2.0,Maize for fodder,1246.6182,Traditional seeds,0.0,0.0,0.0,300.0,0.4
278,51005.0,East,Rwamagana,14.0,12617.549,Mixed,2.0,Maize,11986.672,Both(Trad and Improved,13.0,2.0,2000.0,2000.0,0.95000005
279,51005.0,East,Rwamagana,14.0,12617.549,Mixed,2.0,Soybean ,630.87744,Improved seeds,0.0,4.0,100.0,100.0,0.05
280,51005.0,East,Rwamagana,16.0,4765.5205,Pure,1.0,Irish potato,4765.5205,Traditional seeds,400.0,0.0,2000.0,2000.0,1.0
281,51005.0,East,Rwamagana,17.0,4620.6216,Pure,1.0,Maize,4620.6216,Traditional seeds,0.0,0.0,0.0,700.0,1.0
282,51005.0,East,Rwamagana,18.0,494.8282,Pure,1.0,Cooking banana,494.8282,Traditional seeds,0.0,0.0,3000.0,3400.0,1.0
283,51005.0,East,Rwamagana,20.0,1153.3976,Pure,1.0,Sweet potato,1153.3976,Traditional seeds,0.0,0.0,380.0,380.0,1.0
284,51005.0,East,Rwamagana,21.0,6202.049,Pure,1.0,Maize,6202.049,Traditional seeds,5.0,0.0,500.0,500.0,1.0
285,51005.0,East,Rwamagana,22.0,1237.6887,Pure,1.0,Sweet pepper,1237.6887,Improved seeds,0.0,50000.0,600.0,600.0,1.0
286,51006.0,East,Rwamagana,2.0,26007.078,Pure,1.0,Napia grass for fodder,26007.078,Traditional seeds,0.0,0.0,18000.0,18000.0,1.0
287,51006.0,East,Rwamagana,5.0,32478.8,Pure,1.0,Passion fruit ,32478.8,Traditional seeds,0.0,0.0,520.0,1500.0,1.0
288,51006.0,East,Rwamagana,6.0,40668.723,Pure,1.0,Napia grass for fodder,40668.723,Traditional seeds,0.0,0.0,1920.0,1920.0,1.0
292,51007.0,East,Rwamagana,2.0,5133.8057,Pure,1.0,Bush bean,4620.4253,Traditional seeds,30.0,0.0,140.0,140.0,0.90000004
293,51007.0,East,Rwamagana,4.0,1968.666,Pure,1.0,Groundnut,1968.666,Traditional seeds,18.0,0.0,100.0,100.0,1.0
294,51007.0,East,Rwamagana,5.0,8845.827,Mixed,2.0,Maize,1326.8741,Traditional seeds,10.0,0.0,0.0,70.0,0.15
